title_ID,title,volume,preview,cover_date,Genre_ID,pub_ID,creater_ID,character_ID,contributer_ID
567737,Amazingly Stupid MAD,0,FALSE,Aug '12,1256,815,147,6442,8094
567738,Ambush Bug: Nothing Special,one-shot,FALSE,Sep '92,1261,862,156,6346,7900
567739,Amethyst: Princess Of Gemworld,TPB/SC,FALSE,Nov '21,1253,838,146,6375,8131
567740,Anarky: The Complete Series,TPB/SC,FALSE,Jan '18,1262,856,154,6516,7927
567741,Animal Man by Jeff Lemire Omnibus,0,FALSE,Dec '19,1244,868,188,6475,8047
567742,Animaniacs: Emergency World,one-shot,FALSE,Dec '94,1255,851,193,6602,7970
567743,Anti/Hero,TPB/SC,FALSE,May '20,1266,817,124,6522,7937
567744,Aquaman / Jabberjaw Special,one-shot,FALSE,Jul '18,1255,843,191,6356,7872
567745,Aquaman / Jabberjaw Special,one-shot,FALSE,Jul '18,1245,793,160,6488,8054
567746,Aquaman / Suicide Squad: Sink Atlantis,0,FALSE,Feb '19,1268,868,190,6370,8053
567747,Aquaman Special,one-shot,FALSE,Jun '88,1265,840,190,6524,8093
567748,Aquaman by Geoff Johns Omnibus,0,FALSE,Dec '18,1268,864,213,6583,8005
567749,Aquaman: A Celebration of 75 Years,0,FALSE,Oct '16,1236,853,169,6571,7995
567750,Aquaman: Deadly Waters,0,FALSE,Aug '20,1239,831,150,6534,7922
567751,Aquaman: Death of a Prince,0,FALSE,Jan '20,1240,819,188,6344,8144
567752,Aquaman: Deep Dives,TPB/SC,FALSE,Jun '21,1243,797,181,6523,7844
567753,Aquaman: Kingdom Lost,0,FALSE,Aug '17,1231,812,185,6450,8081
567754,Aquaman: Search for Mera,0,FALSE,Nov '18,1230,793,199,6559,7846
567755,Aquaman: Sub Diego,0,FALSE,Jul '15,1263,808,139,6322,7786
567756,Aquaman: Tempest,0,FALSE,Jun '18,1249,808,164,6495,7819
567757,Aquaman: Underworld - Deluxe Edition,0,FALSE,Nov '18,1228,848,175,6548,7848
567758,Aquaman: War for the Throne,0,FALSE,Nov '18,1232,838,131,6503,7851
567759,Aquateers Meet the Super Friends,one-shot,FALSE,Jan '79,1262,852,219,6386,7937
567760,Are You Afraid of Darkseid?,0,FALSE,Dec '21,1266,822,183,6443,8046
567761,Arkham Asylum: Madness,0,FALSE,2010,1242,869,139,6356,7950
567762,Arkham Manor: Endgame,one-shot,FALSE,Jun '15,1271,827,215,6539,8054
567763,Arkhamaniacs,TPB/SC,FALSE,Dec '20,1238,864,171,6384,8177
567764,Army at War,one-shot,FALSE,Oct '78,1269,800,218,6458,7908
567765,Arrow vs the Flash: Double Down,one-shot,FALSE,Jul '15,1232,817,223,6400,7848
567766,Arrow vs the Flash: Double Down,one-shot,FALSE,Jul '15,1249,823,148,6505,8169
567767,Arrow: Dark Archer,0,FALSE,Aug '16,1243,793,128,6327,7884
567768,Arsenal: Special,one-shot,FALSE,1996,1258,852,149,6373,7833
567769,Art of DC Comics Bombshells,0,FALSE,Nov '16,1242,798,141,6571,7928
567770,Astro City: Special Edition,one-shot,FALSE,Aug '10,1232,844,143,6546,7974
567771,Atomic Knights,0,FALSE,May '10,1228,800,193,6371,8131
567772,Authority Omnibus,0,FALSE,Jul '19,1245,853,160,6378,7837
567773,Authority by Ed Brubaker & Dustin Nguyen,0,FALSE,Mar '19,1262,800,156,6321,8121
567774,Azrael / Ash,one-shot,FALSE,Jan '97,1241,809,165,6388,7843
567775,Azrael Plus,one-shot,FALSE,Dec '96,1232,811,209,6432,7783
567776,Azrael: Fallen Angel,0,FALSE,Mar '16,1241,804,134,6512,8163
567777,Batgirl / Robin: Year One,0,FALSE,Jun '13,1255,866,170,6562,7927
567778,Batgirl Adventures,one-shot,TRUE,Feb '98,1260,795,205,6546,7955
567779,Batgirl Returns - Omnibus,HC,FALSE,Mar '21,1239,830,168,6355,8144
567780,Batgirl: A Celebration of 50 Years,0,FALSE,Feb '17,1230,846,135,6538,7806
567781,Batgirl: Endgame,one-shot,FALSE,May '15,1236,829,183,6456,8126
567782,Batgirl: Secret Files & Origins,one-shot,FALSE,Aug '02,1254,816,188,6572,8093
567783,Batgirl: Special,one-shot,FALSE,1988,1230,835,174,6579,8065
567784,Batman & Demon: A Tragedy,0,FALSE,Dec '99,1241,838,218,6384,7935
567785,Batman & Dracula: Red Rain,0,TRUE,May '91,1243,856,155,6431,7915
567786,Batman & Harley Quinn: Last Call,0,FALSE,Dec '16,1247,851,178,6389,7825
567787,Batman & Superman Adventures: World's Finest,0,FALSE,Dec '96,1254,820,136,6566,7862
567788,Batman '66 Meets the Legion of Super-Heroes,one-shot,FALSE,Sep '17,1232,872,147,6330,7966
567789,Batman '66 Omnibus,0,FALSE,Aug '18,1269,850,129,6434,8111
567790,Batman / Arkham: Black Mask,0,FALSE,Jan '20,1257,857,208,6489,7786
567791,Batman / Captain America,one-shot,FALSE,Dec '96,1247,832,166,6552,8067
567792,Batman / Catwoman: Follow the Money,one-shot,FALSE,Jan '11,1229,817,151,6571,7932
567793,Batman / Catwoman: The Wedding Album,0,FALSE,Sep '18,1267,826,215,6451,8135
567794,Batman / Daredevil,one-shot,TRUE,Jan '00,1257,820,214,6560,8059
567795,Batman / Demon,0,FALSE,Jan '96,1241,824,184,6436,8056
567796,Batman / Doc Savage Special,one-shot,FALSE,Jan '10,1251,836,158,6330,7842
567797,Batman / Doc Savage Special,one-shot,FALSE,Jan '10,1229,821,197,6384,7890
567798,Batman / Green Arrow: Poison Tomorrow,one-shot,FALSE,Jul '92,1256,850,220,6416,7938
567799,Batman / Joker: Switch,0,FALSE,Oct '03,1247,804,127,6596,7864
567800,Batman / Judge Dredd Collection,0,FALSE,Nov '12,1255,838,185,6609,8087
567801,Batman / Judge Dredd: Judgment on Gotham,one-shot,FALSE,Dec '91,1267,809,188,6344,8029
567802,Batman / Judge Dredd: Ultimate Riddle,one-shot,FALSE,Sep '95,1229,826,138,6596,8114
567803,Batman / Judge Dredd: Vendetta in Gotham,one-shot,FALSE,Dec '93,1266,794,136,6382,7873
567804,Batman / Lobo,one-shot,FALSE,Apr '00,1269,791,221,6369,8073
567805,Batman / Nightwing: Bloodborne,one-shot,FALSE,Jul '02,1238,799,134,6434,8154
567806,Batman / Phantom Stranger,one-shot,FALSE,Oct '97,1244,818,206,6371,8139
567807,Batman / Poison Ivy: Cast Shadows,one-shot,FALSE,2004,1242,833,176,6582,7897
567808,Batman / Punisher: Lake of Fire,one-shot,FALSE,Jun '94,1242,849,152,6539,7870
567809,Batman / Spawn: War Devil,one-shot,FALSE,Jun '94,1225,806,150,6452,7968
567810,Batman / Spider-Man,one-shot,FALSE,Oct '97,1248,808,149,6426,8051
567811,Batman / Spirit,one-shot,FALSE,Jan '07,1250,850,153,6505,7922
567812,Batman / Two-Face: Crime and Punishment,one-shot,FALSE,Mar '95,1240,817,194,6560,7873
567813,Batman / Two-Face: Face the Face - Deluxe Edition,0,FALSE,Apr '17,1229,801,150,6593,7974
567814,Batman 3-D,0,FALSE,1990,1227,803,142,6551,7944
567815,Batman Adventures / Scooby-Doo,one-shot,FALSE,Oct '12,1241,806,165,6438,8012
567816,Batman Adventures: Batgirl - A League of Her Own,0,FALSE,Aug '20,1250,866,173,6359,7876
567817,Batman Adventures: Cat Got Your Tongue?,0,FALSE,Sep '21,1269,840,211,6408,7988
567818,Batman Adventures: Coloring Book,one-shot,FALSE,1993,1234,828,208,6470,7936
567819,Batman Adventures: Holiday Special,one-shot,FALSE,Jan '95,1265,861,133,6436,7837
567820,Batman Adventures: Mad Love,0,FALSE,Apr '15,1239,790,219,6584,8065
567821,Batman Adventures: Nightwing Rising,0,FALSE,Oct '20,1271,860,195,6523,7800
567822,Batman Adventures: Riddle Me This,0,FALSE,Apr '21,1258,795,223,6420,7841
567823,Batman Adventures: Robin - Boy Wonder,0,FALSE,Jan '21,1233,823,192,6497,7827
567824,Batman Allies: Alfred Pennyworth,0,FALSE,Mar '20,1225,814,184,6615,8011
567825,Batman Allies: Secret Files,one-shot,FALSE,Jun '05,1235,794,147,6468,7833
567826,Batman Arkham: Man-Bat,TPB/SC,FALSE,Jan '17,1244,814,219,6563,8124
567827,Batman Begins: Movie & Other Tales of the Dark Knight,0,FALSE,Jun '05,1257,789,133,6490,7895
567828,Batman Begins: Movie Adaptation,one-shot,FALSE,Jun '05,1255,833,166,6336,7895
567829,Batman Begins: Special DVD Issue,one-shot,FALSE,Oct '05,1223,838,183,6368,8004
567830,"Batman Beyond: 10,000 Clowns",0,FALSE,May '13,1263,842,133,6356,8077
567831,Batman Beyond: Batgirl Beyond,0,FALSE,Apr '14,1237,789,207,6355,8088
567832,Batman Beyond: Return of the Joker,one-shot,FALSE,Feb '01,1239,812,191,6431,8061
567833,Batman Chronicles: Gallery,one-shot,FALSE,Mar '97,1226,837,199,6474,8124
567834,Batman Chronicles: Gauntlet,one-shot,FALSE,Dec '96,1231,837,178,6348,8000
567835,Batman Gallery,one-shot,FALSE,Dec '91,1263,826,179,6466,8080
567836,Batman Gotham Knights: Contested,TPB/SC,FALSE,Feb '21,1239,852,171,6404,7826
567837,Batman Incorporated: Leviathan Strikes,one-shot,FALSE,Feb '12,1254,812,145,6488,7782
567838,Batman Noir: Black Mirror,0,FALSE,Feb '16,1253,815,148,6608,7840
567839,Batman Noir: Dark Knight Returns,0,FALSE,Jun '15,1225,869,181,6519,8036
567840,Batman Noir: Dark Knight Strikes Again,0,FALSE,Mar '18,1266,823,134,6502,8163
567841,Batman Noir: Dark Victory,0,FALSE,Jul '17,1224,845,215,6543,7811
567842,Batman Noir: Eduardo Risso,0,FALSE,Jun '13,1240,810,154,6453,8120
567843,Batman Noir: Gotham by Gaslight,0,FALSE,Apr '19,1226,802,186,6341,8137
567844,Batman Noir: Hush,0,FALSE,Sep '15,1270,857,187,6378,8141
567845,Batman Noir: Killing Joke,0,FALSE,Aug '16,1265,853,124,6544,7922
567846,Batman Noir: Long Halloween,0,FALSE,Oct '14,1234,845,150,6358,7950
567847,Batman Noir: The Court of Owls,0,FALSE,Dec '17,1270,805,205,6370,7987
567848,Batman Plus,one-shot,FALSE,Feb '97,1239,850,203,6580,7811
567849,Batman Special,one-shot,FALSE,Jun '84,1235,836,147,6330,8087
567850,Batman Tales: Once Upon a Crime,0,FALSE,Jan '20,1245,823,152,6471,7894
567851,Batman Unwrapped by Andy Kubert: Deluxe Edition,0,FALSE,Mar '14,1234,826,173,6552,8059
567852,Batman Unwrapped: Death of the Family,0,FALSE,Dec '17,1243,806,199,6419,7808
567853,Batman Unwrapped: R.I.P.,0,FALSE,Sep '15,1232,806,161,6507,8116
567854,Batman Unwrapped: The Court of Owls,0,FALSE,Sep '14,1229,872,160,6469,8039
567855,Batman and Harley Quinn,0,FALSE,Mar '18,1243,809,192,6565,7887
567856,Batman and Other DC Classics,one-shot,FALSE,Jul '89,1221,831,184,6411,7787
567857,Batman and Robin & Howard/Amethyst,fcbd,FALSE,Oct '21,1264,833,163,6451,7968
567858,Batman and Robin Adventures: Act II Popcorn Mini-Comic,one-shot,FALSE,1998,1222,816,173,6608,8166
567859,Batman and Robin Adventures: Sub-Zero,one-shot,FALSE,1998,1258,807,223,6585,7895
567860,Batman and Robin and Howard,TPB/SC,FALSE,Nov '21,1223,814,138,6325,7908
567861,Batman and Robin and Howard / Amethyst: Princess of Gemworld,one-shot,FALSE,Oct '21,1266,809,163,6330,7990
567862,Batman and Robin: Bad Blood,0,FALSE,Nov '18,1228,872,200,6343,7877
567863,Batman and Robin: Movie Preview,one-shot,FALSE,Dec '96,1264,861,154,6573,7979
567864,Batman and Son,0,FALSE,2007,1225,831,182,6339,8175
567865,Batman by Brian Azzarello & Eduardo Risso,0,FALSE,Jun '17,1255,834,135,6583,7827
567866,Batman by Brian K. Vaughan,0,FALSE,Mar '17,1255,870,207,6414,7821
567867,Batman by Doug Moench and Kelley Jones,0,FALSE,Mar '14,1222,815,164,6605,7916
567868,Batman by Doug Moench and Kelley Jones,0,FALSE,Aug '18,1259,857,213,6517,7943
567869,Batman by Francis Manapul & Brian Buccellato,0,FALSE,Nov '18,1262,858,191,6522,8070
567870,Batman by Jeph Loeb & Tim Sale Omnibus,0,FALSE,Sep '18,1222,841,223,6339,7824
567871,Batman by Neal Adams Omnibus,0,FALSE,Mar '16,1265,810,127,6457,7832
567872,Batman by Paul Dini Omnibus,0,FALSE,Sep '20,1264,798,154,6461,7969
567873,Batman by Scott Snyder & Greg Capullo - Omnibus,HC,FALSE,Oct '19,1222,837,218,6444,7873
567874,Batman by Scott Snyder & Greg Capullo - Omnibus,HC,FALSE,Nov '21,1235,854,127,6522,7780
567875,Batman by Tom King & Lee Weeks: Deluxe Edition,0,FALSE,Nov '20,1269,846,191,6593,8025
567876,Batman in Barcelona: Dragon's Knight,one-shot,FALSE,Jul '09,1244,849,176,6378,7950
567877,Batman in the Eighties,0,FALSE,Oct '04,1268,819,170,6477,7875
567878,Batman in the Forties,0,FALSE,May '04,1258,868,133,6505,8109
567879,Batman in the Seventies,0,FALSE,Apr '99,1265,838,214,6364,7971
567880,Batman in the Sixties,0,FALSE,Mar '99,1249,800,208,6457,8077
567881,Batman of Arkham,one-shot,FALSE,Jun '00,1240,857,127,6505,8079
567882,Batman vs Bane,0,FALSE,Feb '12,1232,813,163,6611,7923
567883,Batman vs Deathstroke,0,FALSE,Mar '19,1254,792,151,6501,8027
567884,Batman vs Superman: Greatest Battles,0,FALSE,Nov '15,1226,851,171,6468,7923
567885,Batman vs Two-Face,0,FALSE,2008,1223,800,220,6576,8006
567886,Batman vs the Incredible Hulk: Collector's Edition,one-shot,FALSE,May '95,1259,807,140,6398,7931
567887,Batman: 12-Cent Adventure,one-shot,FALSE,Oct '04,1255,801,222,6526,7923
567888,Batman: 1989 Movie Adaptation,0,FALSE,Nov '19,1255,791,149,6448,7897
567889,Batman: 75th Anniversary Commemorative Collection,0,FALSE,Oct '14,1232,870,134,6368,7830
567890,Batman: 80 Years of the Bat Family,0,FALSE,Oct '20,1249,860,129,6411,7997
567891,Batman: A Celebration of 75 Years,0,FALSE,Jul '14,1238,863,193,6449,8006
567892,Batman: A Lonely Place of Dying,one-shot,FALSE,Jan '90,1270,842,142,6330,7818
567893,Batman: A Lot of Li'l Gotham,0,FALSE,Sep '18,1239,833,205,6346,7831
567894,Batman: A Word to the Wise,one-shot,FALSE,1992,1222,861,161,6470,8159
567895,Batman: Abduction,one-shot,FALSE,1998,1265,855,196,6604,8172
567896,Batman: Absolution,0,FALSE,2002,1249,865,220,6419,8121
567897,Batman: Arkham - Clayface,0,FALSE,Aug '17,1250,843,198,6513,7825
567898,Batman: Arkham - Hugo Strange,0,FALSE,Apr '18,1237,794,147,6353,8055
567899,Batman: Arkham - Joker's Daughter,0,FALSE,Dec '17,1265,821,161,6461,8091
567900,Batman: Arkham - Killer Croc,0,FALSE,Jun '16,1224,835,218,6496,7993
567901,Batman: Arkham - Mister Freeze,0,FALSE,May '17,1223,857,130,6359,7922
567902,Batman: Arkham - Penguin,0,FALSE,Aug '18,1257,856,187,6340,8040
567903,Batman: Arkham - Poison Ivy,0,FALSE,Sep '16,1244,865,220,6487,7778
567904,Batman: Arkham - Ra's Al Ghul,0,FALSE,Mar '19,1267,821,188,6444,8172
567905,Batman: Arkham - Riddler,0,FALSE,Apr '15,1243,801,128,6574,8152
567906,Batman: Arkham - Scarecrow,0,FALSE,Feb '16,1228,869,145,6580,7876
567907,Batman: Arkham - Talia Al Ghul,0,FALSE,Mar '21,1248,872,173,6345,7925
567908,Batman: Arkham - Two-Face,0,FALSE,Nov '15,1260,861,212,6426,8111
567909,Batman: Arkham - Viktor Zsasz,0,FALSE,Jan '20,1237,853,131,6426,8118
567910,Batman: Arkham Asylum - Living Hell,0,FALSE,Jun '14,1227,859,181,6382,8145
567911,Batman: Arkham Asylum - Road to Arkham,one-shot,FALSE,2009,1245,861,137,6578,7880
567912,Batman: Arkham Asylum - Tales of Madness,one-shot,TRUE,May '98,1230,816,156,6605,8054
567913,Batman: Arkham City Special,one-shot,FALSE,Aug '11,1249,805,127,6371,7878
567914,Batman: Arkham Knight - Robin Special,one-shot,FALSE,Jan '16,1269,815,209,6443,8103
567915,Batman: Arkham Origins,0,FALSE,Dec '14,1224,856,154,6347,7888
567916,Batman: Arkham Saga Omnibus,0,FALSE,Sep '18,1236,834,216,6495,8164
567917,Batman: As the Crow Flies,0,FALSE,Oct '04,1264,797,146,6447,7986
567918,Batman: Bane,one-shot,FALSE,May '97,1261,836,189,6366,7893
567919,Batman: Bat and the Cat - 80 Years of Romance,0,FALSE,Jan '20,1257,844,155,6434,8125
567920,Batman: Battle for the Cowl - Arkham Asylum,one-shot,TRUE,Jun '09,1231,798,204,6610,8152
567921,Batman: Battle for the Cowl - Commissioner Gordon,one-shot,FALSE,May '09,1234,835,193,6454,7900
567922,Batman: Battle for the Cowl - Man Bat,one-shot,FALSE,Jun '09,1258,792,204,6446,7858
567923,Batman: Battle for the Cowl - Network,one-shot,FALSE,Jul '09,1269,788,196,6326,8147
567924,Batman: Battle for the Cowl - The Underground,one-shot,FALSE,Jun '09,1236,848,145,6459,7811
567925,Batman: Battle for the Cowl Companion,0,FALSE,Nov '09,1257,843,156,6511,7820
567926,Batman: Belt 'Em for Safety,one-shot,FALSE,1981,1237,794,167,6358,7918
567927,Batman: Black Casebook,0,FALSE,Jun '09,1265,789,143,6395,8113
567928,Batman: Black and White Omnibus,0,FALSE,Jan '20,1260,817,218,6373,7894
567929,Batman: Blackgate,one-shot,FALSE,Jan '97,1261,794,173,6553,8063
567930,Batman: Blackgate - Isle of Men,one-shot,FALSE,Apr '98,1251,832,198,6387,8068
567931,Batman: Blank Comic,0,FALSE,Dec '18,1239,807,125,6436,7837
567932,Batman: Blink,0,FALSE,Feb '15,1251,857,184,6426,7864
567933,Batman: Bloodstorm,one-shot,FALSE,Nov '94,1232,792,171,6415,8047
567934,"Batman: Blue, the Grey, and the Bat",one-shot,FALSE,Jan '92,1260,855,130,6321,8071
567935,Batman: Book of Shadows,one-shot,FALSE,Jan '99,1255,847,127,6363,7996
567936,Batman: Bride of the Demon,0,FALSE,Jan '90,1242,796,149,6514,7963
567937,Batman: Broken City,0,FALSE,Mar '05,1244,852,183,6501,8160
567938,Batman: Brotherhood of the Bat,0,FALSE,Sep '95,1238,871,168,6490,7788
567939,Batman: Bruce Wayne - Fugitive,0,FALSE,Jul '14,1239,865,223,6558,8126
567940,Batman: Bruce Wayne - Road Home,0,FALSE,Jul '11,1250,810,214,6397,8005
567941,Batman: Bullock's Law,one-shot,FALSE,Aug '99,1261,812,124,6597,7938
567942,Batman: By John Ridley - The Deluxe Edition,HC,FALSE,Jun '21,1231,858,132,6512,7785
567943,Batman: Caped Crusader Giant,one-shot,FALSE,Dec '19,1253,795,209,6450,7829
567944,Batman: Castle of the Bat,0,FALSE,Jun '94,1244,816,221,6593,7946
567945,Batman: Catwoman Defiant,one-shot,FALSE,Mar '92,1254,811,127,6353,8130
567946,Batman: Child of Dreams,0,FALSE,Feb '03,1228,870,136,6533,8121
567947,Batman: City of Bane - Complete Collection,0,FALSE,Dec '20,1268,850,147,6344,8029
567948,Batman: City of Crime,0,FALSE,Mar '20,1241,853,179,6385,7963
567949,Batman: Claritin Allergy Special,one-shot,FALSE,1998,1226,830,216,6334,8115
567950,Batman: Cover to Cover,0,FALSE,Apr '05,1222,855,124,6449,7939
567951,Batman: Crimson Mist,one-shot,FALSE,Dec '98,1222,807,177,6452,7829
567952,Batman: DOA,one-shot,FALSE,Dec '99,1233,810,217,6493,7884
567953,Batman: Dark Allegiances,one-shot,FALSE,Feb '96,1236,833,194,6387,8076
567954,Batman: Dark Knight - Master Race: Covers,0,FALSE,Sep '17,1247,818,191,6476,8086
567955,Batman: Dark Knight Dynasty,one-shot,FALSE,Dec '96,1265,859,203,6619,7978
567956,Batman: Dark Knight Gallery,one-shot,FALSE,Jan '96,1255,864,207,6560,7905
567957,Batman: Dark Knight Returns - Book & Mask Set,0,FALSE,Oct '16,1269,830,167,6504,8036
567958,Batman: Dark Knight Saga,0,FALSE,Nov '15,1238,811,215,6557,7970
567959,Batman: Dark Knight Unwrapped by David Finch,0,FALSE,May '15,1238,821,128,6621,8102
567960,"Batman: Dark Night, Dark City",0,FALSE,Feb '15,1221,792,208,6369,8030
567961,Batman: Day of Judgment,one-shot,FALSE,Nov '99,1238,862,191,6364,8112
567962,Batman: Death and the City,0,FALSE,2007,1251,811,214,6367,7824
567963,Batman: Death by Design,0,FALSE,May '12,1222,832,172,6587,7946
567964,Batman: Death of Innocents,one-shot,FALSE,Dec '96,1268,805,174,6361,8175
567965,Batman: Detective,0,FALSE,2007,1240,821,194,6446,8105
567966,Batman: Detective No. 27,0,FALSE,Jun '03,1251,819,196,6566,7853
567967,Batman: Dreamland,one-shot,FALSE,Jul '00,1269,852,169,6494,8017
567968,Batman: Dynamic Duo Archives,0,FALSE,Jul '03,1235,807,149,6418,7838
567969,Batman: Dynamic Duo Archives,0,FALSE,Jun '06,1271,857,184,6531,7805
567970,Batman: Earth One - Special Preview Edition,one-shot,FALSE,Sep '12,1235,795,123,6610,7924
567971,Batman: Ego,one-shot,FALSE,Sep '00,1231,862,194,6439,8013
567972,Batman: Endgame - Director's Cut,one-shot,FALSE,Jan '16,1222,851,137,6362,8100
567973,Batman: Eternal Omnibus,0,FALSE,Sep '19,1238,788,171,6464,7826
567974,Batman: Evolution,0,FALSE,Dec '00,1227,820,128,6338,7875
567975,Batman: Eye of the Beholder,0,FALSE,Oct '11,1242,805,123,6619,8126
567976,Batman: Face the Face,0,FALSE,Sep '06,1251,788,220,6566,8031
567977,Batman: False Faces,0,FALSE,Feb '08,1243,854,212,6591,8111
567978,Batman: Fortunate Son,0,FALSE,Aug '99,1267,813,202,6546,7859
567979,Batman: Four of a Kind,0,FALSE,Apr '98,1232,839,185,6519,7829
567980,Batman: From the 30's to the 70's,0,FALSE,Oct '71,1249,863,141,6328,7850
567981,Batman: Full Circle,one-shot,FALSE,Jan '91,1240,810,211,6441,8043
567982,Batman: Going Sane,0,FALSE,Jul '08,1227,865,137,6408,8137
567983,Batman: Golden Streets of Gotham,one-shot,FALSE,Mar '03,1265,871,200,6613,8039
567984,Batman: Gotham By Gaslight - The Deluxe Edition,0,FALSE,Sep '20,1237,820,195,6456,7876
567985,Batman: Gotham City - Secret Files,one-shot,FALSE,Apr '00,1248,859,152,6610,7813
567986,Batman: Gotham Shall Be Judged,0,FALSE,Apr '12,1240,820,144,6369,7789
567987,Batman: Halloween ComicFest Special Edition,one-shot,FALSE,Nov '17,1227,792,204,6548,7906
567988,Batman: Harvest Breed,0,FALSE,Nov '00,1251,847,192,6424,8158
567989,Batman: Heart of Hush,0,FALSE,Apr '09,1269,788,153,6417,8039
567990,Batman: Hidden Treasures,one-shot,FALSE,Dec '10,1234,842,204,6600,7965
